1	0.25	3.75	3.0	5	
2	0.25	3.5	2.75	5	
3	0.25	3.25	2.5	5	
4	0.25	3.0	2.25	4	
5	0.25	3.5	2.75	5	
6	0.25	3.25	2.5	5	
7	0.25	3.0	2.25	5	
8	0.25	2.75	2.0	4	
9	0.25	3.25	2.5	5	
10	0.25	3.0	2.25	5	
11	0.25	3.5	2.75	6	
12	0.25	2.5	1.75	4	
13	0.25	3.0	2.25	5	
14	0.25	2.75	2.0	5	
15	0.25	2.5	1.75	5	
16	0.25	2.25	1.5	3	
17	0.25	3.5	2.75	5	
18	0.25	3.25	2.5	5	
19	0.25	3.0	2.25	5	
20	0.25	2.75	2.0	4	
21	0.25	3.25	2.5	5	
22	0.25	3.0	2.25	5	
23	0.25	3.5	2.75	6	
24	0.25	2.5	1.75	4	
25	0.25	3.0	2.25	5	
26	0.25	2.75	2.0	5	
27	0.25	2.5	1.75	5	
28	0.25	2.25	1.5	4	
29	0.25	3.25	2.5	6	
30	0.25	3.25	2.5	6	
31	0.25	3.0	2.25	6	
32	0.25	2.0	1.25	3	
33	0.25	3.25	2.5	5	
34	0.25	3.0	2.25	5	
35	0.25	3.5	2.75	6	
36	0.25	2.5	1.75	4	
37	0.25	3.0	2.25	5	
38	0.25	2.75	2.0	5	
39	0.25	2.5	1.75	5	
40	0.25	2.25	1.5	4	
41	0.25	3.5	2.75	6	
42	0.25	2.75	2.0	5	
43	0.25	3.25	2.5	6	
44	0.25	2.5	1.75	5	
45	0.25	3.0	2.25	6	
46	0.25	2.25	1.5	5	
47	0.25	2.75	2.0	6	
48	0.25	1.75	1.0	3	
49	0.25	3.0	2.25	5	
50	0.25	2.75	2.0	5	
51	0.25	2.5	1.75	5	
52	0.25	2.25	1.5	4	
53	0.25	3.5	2.75	6	
54	0.25	3.25	2.5	6	
55	0.25	3.0	2.25	6	
56	0.25	2.0	1.25	4	
57	0.25	3.25	2.5	6	
58	0.25	3.0	2.25	6	
59	0.25	3.5	2.75	7	
60	0.25	1.75	1.0	4	
61	0.25	2.25	1.5	5	
62	0.25	2.0	1.25	5	
63	0.25	1.75	1.0	5	
64	0.25	1.5	0.75	2	
65	0.25	3.5	2.75	5	
66	0.25	3.25	2.5	5	
67	0.25	3.0	2.25	5	
68	0.25	2.75	2.0	4	
69	0.25	3.25	2.5	5	
70	0.25	3.0	2.25	5	
71	0.25	3.5	2.75	6	
72	0.25	2.5	1.75	4	
73	0.25	3.0	2.25	5	
74	0.25	2.75	2.0	5	
75	0.25	2.5	1.75	5	
76	0.25	2.25	1.5	4	
77	0.25	3.25	2.5	6	
78	0.25	3.25	2.5	6	
79	0.25	3.0	2.25	6	
80	0.25	2.0	1.25	3	
81	0.25	3.25	2.5	5	
82	0.25	3.0	2.25	5	
83	0.25	3.5	2.75	6	
84	0.25	2.5	1.75	4	
85	0.25	3.0	2.25	5	
86	0.25	2.75	2.0	5	
87	0.25	2.5	1.75	5	
88	0.25	2.25	1.5	4	
89	0.25	3.5	2.75	6	
90	0.25	2.75	2.0	5	
91	0.25	3.25	2.5	6	
92	0.25	2.75	2.0	5	
93	0.25	3.25	2.5	6	
94	0.25	2.5	1.75	5	
95	0.25	3.0	2.25	6	
96	0.25	1.75	1.0	3	
97	0.25	3.0	2.25	5	
98	0.25	2.75	2.0	5	
99	0.25	2.5	1.75	5	
100	0.25	2.25	1.5	4	
101	0.25	2.75	2.0	5	
102	0.25	2.5	1.75	5	
103	0.25	2.25	1.5	5	
104	0.25	2.0	1.25	4	
105	0.25	3.25	2.5	6	
106	0.25	3.0	2.25	6	
107	0.25	3.5	2.75	7	
108	0.25	1.75	1.0	4	
109	0.25	2.25	1.5	5	
110	0.25	2.0	1.25	5	
111	0.25	1.75	1.0	5	
112	0.25	1.5	0.75	3	
113	0.25	3.25	2.5	6	
114	0.25	3.0	2.25	6	
115	0.25	2.75	2.0	6	
116	0.25	2.5	1.75	5	
117	0.25	3.0	2.25	6	
118	0.25	2.75	2.0	6	
119	0.25	2.5	1.75	6	
120	0.25	2.5	1.75	5	
121	0.25	3.0	2.25	6	
122	0.25	2.75	2.0	6	
123	0.25	2.5	1.75	6	
124	0.25	2.25	1.5	5	
125	0.25	2.75	2.0	6	
126	0.25	2.5	1.75	6	
127	0.25	3.0	2.25	7	
128	0.25	1.25	0.5	2	
129	0.25	3.25	2.5	5	
130	0.25	3.0	2.25	5	
131	0.25	3.5	2.75	6	
132	0.25	2.5	1.75	4	
133	0.25	3.0	2.25	5	
134	0.25	2.75	2.0	5	
135	0.25	2.5	1.75	5	
136	0.25	2.25	1.5	4	
137	0.25	3.5	2.75	6	
138	0.25	2.75	2.0	5	
139	0.25	3.25	2.5	6	
140	0.25	2.75	2.0	5	
141	0.25	3.25	2.5	6	
142	0.25	2.5	1.75	5	
143	0.25	3.0	2.25	6	
144	0.25	1.75	1.0	3	
145	0.25	3.0	2.25	5	
146	0.25	2.75	2.0	5	
147	0.25	2.5	1.75	5	
148	0.25	2.25	1.5	4	
149	0.25	2.75	2.0	5	
150	0.25	2.5	1.75	5	
151	0.25	2.25	1.5	5	
152	0.25	2.0	1.25	4	
153	0.25	2.5	1.75	5	
154	0.25	2.25	1.5	5	
155	0.25	3.5	2.75	7	
156	0.25	1.75	1.0	4	
157	0.25	2.25	1.5	5	
158	0.25	2.0	1.25	5	
159	0.25	1.75	1.0	5	
160	0.25	1.5	0.75	3	
161	0.25	3.5	2.75	6	
162	0.25	2.75	2.0	5	
163	0.25	3.25	2.5	6	
164	0.25	2.5	1.75	5	
165	0.25	3.0	2.25	6	
166	0.25	2.25	1.5	5	
167	0.25	2.75	2.0	6	
168	0.25	2.0	1.25	4	
169	0.25	3.25	2.5	6	
170	0.25	2.5	1.75	5	
171	0.25	3.0	2.25	6	
172	0.25	2.25	1.5	5	
173	0.25	2.75	2.0	6	
174	0.25	2.0	1.25	5	
175	0.25	3.0	2.25	7	
176	0.25	1.75	1.0	4	
