1	607	2	7	7	13
2	607	2	7	7	13
3	607	2	7	7	13
4	607	2	7	7	13
5	607	2	7	7	13
6	607	2	7	7	13
7	607	2	7	7	13
8	609	2	8	8	11
9	607	2	7	7	13
10	547	2	7	7	10
11	607	2	7	7	13
12	607	2	7	7	13
13	607	2	7	7	13
14	555	2	6	6	10
15	444	2	5	5	10
16	674	2	6	6	9
17	345	3	7	8	11
18	123	3	5	6	10
19	607	2	7	7	13
20	607	2	7	7	13
21	345	3	7	8	11
22	607	2	7	7	13
23	234	2	5	5	9
24	567	2	7	7	12
25	45	1	8	7	11
26	45	1	7	6	10
27	45	1	8	7	11
28	33	2	5	5	6
29	321	1	8	7	10
30	35	1	7	6	9
31	131	2	6	6	8
32	34	1	5	4	6
33	23	1	7	6	10
